# image latitude longitude
oxford_151113/1447410617258716.jpg 51.758356 -1.260361
oxford_151113/1447410617508718.jpg 51.758343 -1.260353
oxford_151113/1447410617821223.jpg 51.758319 -1.260331
oxford_151113/1447410618133728.jpg 51.758306 -1.260319
oxford_151113/1447410618446232.jpg 51.758282 -1.260305
oxford_151113/1447410618758733.jpg 51.758259 -1.260297
oxford_151113/1447410619071235.jpg 51.758247 -1.260289
oxford_151113/1447410619383742.jpg 51.758225 -1.260273
oxford_151113/1447410619758743.jpg 51.758205 -1.260258
oxford_151113/1447410620133748.jpg 51.758185 -1.260245
oxford_151113/1447410620571252.jpg 51.758171 -1.260236
oxford_151113/1447410621008756.jpg 51.758157 -1.260221
oxford_151113/1447410621508762.jpg 51.758146 -1.260209
oxford_151113/1447410622196268.jpg 51.758129 -1.260187
oxford_151113/1447410623258771.jpg 51.758114 -1.260146
oxford_151113/1447410630196333.jpg 51.758104 -1.260114
oxford_151113/1447410631508850.jpg 51.758101 -1.260088
oxford_151113/1447410632321357.jpg 51.758101 -1.260063
oxford_151113/1447410633008869.jpg 51.758108 -1.26003
oxford_151113/1447410633633874.jpg 51.758119 -1.260007
oxford_151113/1447410634196376.jpg 51.758129 -1.259995
oxford_151113/1447410634696379.jpg 51.758142 -1.259986
oxford_151113/1447410635133881.jpg 51.758157 -1.25998
oxford_151113/1447410635571386.jpg 51.758183 -1.259972
oxford_151113/1447410635946389.jpg 51.758197 -1.259979
oxford_151113/1447410636321392.jpg 51.758207 -1.259978
oxford_151113/1447410636696392.jpg 51.758228 -1.259976
oxford_151113/1447410637071396.jpg 51.758248 -1.259974
oxford_151113/1447410637446400.jpg 51.75825 -1.259987
oxford_151113/1447410637821406.jpg 51.758296 -1.259964
oxford_151113/1447410638133908.jpg 51.758307 -1.259965
oxford_151113/1447410638446412.jpg 51.758331 -1.259959
oxford_151113/1447410638758913.jpg 51.758354 -1.25996
oxford_151113/1447410639071422.jpg 51.758368 -1.259954
oxford_151113/1447410639383918.jpg 51.758391 -1.25995
oxford_151113/1447410639696422.jpg 51.758402 -1.259953
oxford_151113/1447410640008926.jpg 51.758425 -1.259948
oxford_151113/1447410640321429.jpg 51.758442 -1.259947
oxford_151113/1447410640633932.jpg 51.758465 -1.259954
oxford_151113/1447410640946435.jpg 51.758497 -1.259961
oxford_151113/1447410641196442.jpg 51.758509 -1.25995
oxford_151113/1447410641446442.jpg 51.758523 -1.259959
oxford_151113/1447410641696445.jpg 51.758529 -1.259953
oxford_151113/1447410641946449.jpg 51.758563 -1.259952
oxford_151113/1447410642196449.jpg 51.758578 -1.259948
oxford_151113/1447410642446454.jpg 51.758606 -1.259971
oxford_151113/1447410642696456.jpg 51.758616 -1.259961
oxford_151113/1447410642946458.jpg 51.758652 -1.259954
oxford_151113/1447410643196463.jpg 51.758666 -1.259953
oxford_151113/1447410643446464.jpg 51.758683 -1.259952
oxford_151113/1447410643696481.jpg 51.7587 -1.259953
oxford_151113/1447410643946470.jpg 51.758732 -1.259956
oxford_151113/1447410644196473.jpg 51.758748 -1.259955
oxford_151113/1447410644446475.jpg 51.758765 -1.259957
oxford_151113/1447410644696479.jpg 51.758781 -1.259958
oxford_151113/1447410644946479.jpg 51.758813 -1.259957
oxford_151113/1447410645196485.jpg 51.758831 -1.259957
oxford_151113/1447410645446483.jpg 51.758849 -1.25996
oxford_151113/1447410645696484.jpg 51.758869 -1.25996
oxford_151113/1447410645946485.jpg 51.758907 -1.259961
oxford_151113/1447410646133984.jpg 51.758924 -1.259958
oxford_151113/1447410646383988.jpg 51.75894 -1.259957
oxford_151113/1447410646633989.jpg 51.758962 -1.259965
oxford_151113/1447410646883989.jpg 51.758981 -1.259967
oxford_151113/1447410647133992.jpg 51.759016 -1.259955
oxford_151113/1447410647383993.jpg 51.759035 -1.259958
oxford_151113/1447410647571494.jpg 51.759058 -1.259975
oxford_151113/1447410647821497.jpg 51.759081 -1.259971
oxford_151113/1447410648071502.jpg 51.759099 -1.259971
oxford_151113/1447410648321505.jpg 51.759111 -1.259964
oxford_151113/1447410648571506.jpg 51.759089 -1.260084
oxford_151113/1447410648759007.jpg 51.759135 -1.260039
oxford_151113/1447410649009009.jpg 51.759153 -1.260037
oxford_151113/1447410649196512.jpg 51.759207 -1.259993
oxford_151113/1447410649384012.jpg 51.75916 -1.260059
oxford_151113/1447410649634014.jpg 51.759245 -1.259991
oxford_151113/1447410649821518.jpg 51.759236 -1.260023
oxford_151113/1447410650009018.jpg 51.759291 -1.259995
oxford_151113/1447410650196520.jpg 51.759297 -1.260007
oxford_151113/1447410650384024.jpg 51.759317 -1.260014
oxford_151113/1447410650571524.jpg 51.759325 -1.260034
oxford_151113/1447410650759025.jpg 51.759343 -1.260009
oxford_151113/1447410650946529.jpg 51.759364 -1.260034
oxford_151113/1447410651134030.jpg 51.759385 -1.260029
oxford_151113/1447410651321530.jpg 51.759385 -1.260029
oxford_151113/1447410651509047.jpg 51.759403 -1.260041
oxford_151113/1447410651759050.jpg 51.75943 -1.260026
oxford_151113/1447410651946538.jpg 51.759451 -1.260031
oxford_151113/1447410652134040.jpg 51.759477 -1.26004
oxford_151113/1447410652321542.jpg 51.759477 -1.26004
oxford_151113/1447410652509044.jpg 51.759501 -1.260042
oxford_151113/1447410652696545.jpg 51.759522 -1.26006
oxford_151113/1447410652884049.jpg 51.75955 -1.260051
oxford_151113/1447410653071563.jpg 51.759566 -1.260056
oxford_151113/1447410653259052.jpg 51.759579 -1.260052
oxford_151113/1447410653446554.jpg 51.759602 -1.260045
oxford_151113/1447410653634056.jpg 51.759613 -1.260055
oxford_151113/1447410653821558.jpg 51.759637 -1.260065
oxford_151113/1447410654009063.jpg 51.759639 -1.260091
oxford_151113/1447410654196565.jpg 51.759653 -1.260097
oxford_151113/1447410654384065.jpg 51.759682 -1.260087
oxford_151113/1447410654571567.jpg 51.759703 -1.260092
oxford_151113/1447410654759069.jpg 51.759714 -1.260107
oxford_151113/1447410654946572.jpg 51.759737 -1.260105
oxford_151113/1447410655134075.jpg 51.759737 -1.260105
oxford_151113/1447410655321576.jpg 51.759755 -1.26011
oxford_151113/1447410655509077.jpg 51.75978 -1.260112
oxford_151113/1447410655696580.jpg 51.7598 -1.260114
oxford_151113/1447410655884082.jpg 51.759816 -1.260123
oxford_151113/1447410656071584.jpg 51.759848 -1.260121
oxford_151113/1447410656321588.jpg 51.759869 -1.260125
oxford_151113/1447410656509088.jpg 51.759888 -1.260132
oxford_151113/1447410656696589.jpg 51.759901 -1.260131
oxford_151113/1447410656884089.jpg 51.75992 -1.260135
oxford_151113/1447410657071591.jpg 51.759939 -1.260138
oxford_151113/1447410657259093.jpg 51.75996 -1.260138
oxford_151113/1447410657446595.jpg 51.759981 -1.260141
oxford_151113/1447410657634097.jpg 51.760001 -1.260149
oxford_151113/1447410657821603.jpg 51.760015 -1.260147
oxford_151113/1447410658009104.jpg 51.760039 -1.260148
oxford_151113/1447410658196603.jpg 51.760065 -1.260145
oxford_151113/1447410658384107.jpg 51.760083 -1.260149
oxford_151113/1447410658571607.jpg 51.760112 -1.260135
oxford_151113/1447410658759110.jpg 51.760122 -1.260136
oxford_151113/1447410659009112.jpg 51.760122 -1.260136
oxford_151113/1447410659196611.jpg 51.760159 -1.260165
oxford_151113/1447410659384113.jpg 51.760153 -1.260205
oxford_151113/1447410659571613.jpg 51.76018 -1.260221
oxford_151113/1447410659759114.jpg 51.760191 -1.260219
oxford_151113/1447410659946615.jpg 51.760191 -1.260219
oxford_151113/1447410660134116.jpg 51.760191 -1.260219
oxford_151113/1447410660321617.jpg 51.760191 -1.260219
oxford_151113/1447410660509118.jpg 51.760262 -1.260181
oxford_151113/1447410660696625.jpg 51.760288 -1.260169
oxford_151113/1447410660884120.jpg 51.760315 -1.260161
oxford_151113/1447410661071621.jpg 51.760336 -1.260162
oxford_151113/1447410661259124.jpg 51.760358 -1.260159
oxford_151113/1447410661446624.jpg 51.760372 -1.260171
oxford_151113/1447410661634128.jpg 51.760394 -1.260168
oxford_151113/1447410661821629.jpg 51.760419 -1.260171
oxford_151113/1447410662009134.jpg 51.760438 -1.260167
oxford_151113/1447410662196633.jpg 51.760457 -1.260168
oxford_151113/1447410662446638.jpg 51.760476 -1.260156
oxford_151113/1447410662696639.jpg 51.760496 -1.260159
oxford_151113/1447410662946646.jpg 51.760513 -1.260221
oxford_151113/1447410663196642.jpg 51.760537 -1.260206
oxford_151113/1447410663446644.jpg 51.760563 -1.260196
oxford_151113/1447410663696647.jpg 51.760589 -1.260171
oxford_151113/1447410663946650.jpg 51.760622 -1.260179
oxford_151113/1447410664196652.jpg 51.760639 -1.260175
oxford_151113/1447410664446655.jpg 51.760654 -1.260193
oxford_151113/1447410664696658.jpg 51.760673 -1.26019
oxford_151113/1447410664946660.jpg 51.760708 -1.26019
oxford_151113/1447410665196664.jpg 51.760725 -1.260191
oxford_151113/1447410665446668.jpg 51.76074 -1.260196
oxford_151113/1447410665696670.jpg 51.760755 -1.260199
oxford_151113/1447410665946672.jpg 51.760787 -1.260197
oxford_151113/1447410666196680.jpg 51.760794 -1.260225
oxford_151113/1447410666446678.jpg 51.760811 -1.260224
oxford_151113/1447410666696682.jpg 51.760826 -1.260222
oxford_151113/1447410666946699.jpg 51.760858 -1.260223
oxford_151113/1447410667196687.jpg 51.760875 -1.260219
oxford_151113/1447410667509190.jpg 51.760888 -1.260221
oxford_151113/1447410667821695.jpg 51.760912 -1.260234
oxford_151113/1447410668134197.jpg 51.760935 -1.260242
oxford_151113/1447410668446701.jpg 51.76095 -1.260238
oxford_151113/1447410668759204.jpg 51.760969 -1.260247
oxford_151113/1447410669071709.jpg 51.760989 -1.260233
oxford_151113/1447410669384209.jpg 51.761016 -1.260221
oxford_151113/1447410669696713.jpg 51.761025 -1.260222
oxford_151113/1447410670071721.jpg 51.761045 -1.260217
oxford_151113/1447410670446720.jpg 51.761068 -1.260219
oxford_151113/1447410670821731.jpg 51.761094 -1.260222
oxford_151113/1447410671196728.jpg 51.761105 -1.260235
oxford_151113/1447410671634230.jpg 51.761125 -1.260242
oxford_151113/1447410672071731.jpg 51.76114 -1.260244
oxford_151113/1447410672571737.jpg 51.761173 -1.260233
oxford_151113/1447410673196741.jpg 51.761193 -1.260247
oxford_151113/1447410674009247.jpg 51.761206 -1.260257
oxford_151113/1447410675634263.jpg 51.761219 -1.26026
oxford_151113/1447410683071840.jpg 51.761247 -1.260246
oxford_151113/1447410688759394.jpg 51.761259 -1.260256
oxford_151113/1447410689884405.jpg 51.761278 -1.260267
oxford_151113/1447410690696905.jpg 51.761296 -1.26027
oxford_151113/1447410691321910.jpg 51.761312 -1.260272
oxford_151113/1447410691884415.jpg 51.761332 -1.260274
oxford_151113/1447410692384419.jpg 51.761352 -1.26027
oxford_151113/1447410692821923.jpg 51.761367 -1.26027
oxford_151113/1447410693321933.jpg 51.761383 -1.260273
oxford_151113/1447410693821935.jpg 51.761409 -1.260281
oxford_151113/1447410694321943.jpg 51.761422 -1.260281
oxford_151113/1447410694821942.jpg 51.761444 -1.260284
oxford_151113/1447410695321948.jpg 51.761459 -1.260286
oxford_151113/1447410695821957.jpg 51.761479 -1.260288
oxford_151113/1447410696384460.jpg 51.761502 -1.260296
oxford_151113/1447410696946969.jpg 51.761522 -1.260294
oxford_151113/1447410697509473.jpg 51.761533 -1.260291
oxford_151113/1447410698196984.jpg 51.761555 -1.260307
oxford_151113/1447410699009492.jpg 51.761575 -1.260314
oxford_151113/1447410700384507.jpg 51.761598 -1.260327
oxford_151113/1447410796947945.jpg 51.761583 -1.260375
oxford_151113/1447410797760452.jpg 51.761602 -1.260378
oxford_151113/1447410798322958.jpg 51.761614 -1.260381
oxford_151113/1447410798822966.jpg 51.761637 -1.260386
oxford_151113/1447410799260468.jpg 51.761653 -1.26039
oxford_151113/1447410799697972.jpg 51.761661 -1.260346
oxford_151113/1447410800197975.jpg 51.761687 -1.260353
oxford_151113/1447410800635479.jpg 51.761703 -1.260357
oxford_151113/1447410801072984.jpg 51.76172 -1.260361
oxford_151113/1447410801572990.jpg 51.761783 -1.260345
oxford_151113/1447410802072995.jpg 51.7618 -1.260349
oxford_151113/1447410802635500.jpg 51.761823 -1.260351
oxford_151113/1447410803135504.jpg 51.761843 -1.260343
oxford_151113/1447410803573006.jpg 51.761859 -1.260338
oxford_151113/1447410804010509.jpg 51.761871 -1.260322
oxford_151113/1447410804448010.jpg 51.761882 -1.260304
oxford_151113/1447410804885513.jpg 51.761891 -1.260286
oxford_151113/1447410805323018.jpg 51.761898 -1.260263
oxford_151113/1447410805698023.jpg 51.761904 -1.260238
oxford_151113/1447410806073027.jpg 51.761906 -1.260205
oxford_151113/1447410806448031.jpg 51.761908 -1.260174
oxford_151113/1447410806823040.jpg 51.761906 -1.260145
oxford_151113/1447410807198037.jpg 51.761903 -1.26011
oxford_151113/1447410807573042.jpg 51.761897 -1.26008
oxford_151113/1447410807948048.jpg 51.761891 -1.26005
oxford_151113/1447410808323051.jpg 51.761888 -1.260037
oxford_151113/1447410808698055.jpg 51.761879 -1.26001
oxford_151113/1447410809073060.jpg 51.76187 -1.259983
oxford_151113/1447410809448068.jpg 51.761857 -1.259961
oxford_151113/1447410809823069.jpg 51.761843 -1.259937
oxford_151113/1447410810198074.jpg 51.761827 -1.259918
oxford_151113/1447410810510579.jpg 51.761818 -1.259908
oxford_151113/1447410810823081.jpg 51.761797 -1.259888
oxford_151113/1447410811135589.jpg 51.761775 -1.259871
oxford_151113/1447410811448086.jpg 51.761763 -1.259864
oxford_151113/1447410811760590.jpg 51.761738 -1.259852
oxford_151113/1447410812073091.jpg 51.761726 -1.259846
oxford_151113/1447410812385596.jpg 51.7617 -1.259834
oxford_151113/1447410812635594.jpg 51.761687 -1.259827
oxford_151113/1447410812885598.jpg 51.761673 -1.25982
oxford_151113/1447410813135600.jpg 51.761645 -1.259807
oxford_151113/1447410813385603.jpg 51.76163 -1.259798
oxford_151113/1447410813635606.jpg 51.761616 -1.259792
oxford_151113/1447410813885609.jpg 51.761602 -1.259784
oxford_151113/1447410814135613.jpg 51.761571 -1.259767
oxford_151113/1447410814385615.jpg 51.761556 -1.259759
oxford_151113/1447410814635618.jpg 51.761541 -1.259751
oxford_151113/1447410814885621.jpg 51.761525 -1.259743
oxford_151113/1447410815135638.jpg 51.761491 -1.25973
oxford_151113/1447410815385629.jpg 51.761475 -1.259721
oxford_151113/1447410815698131.jpg 51.761458 -1.259712
oxford_151113/1447410816010633.jpg 51.761425 -1.259692
oxford_151113/1447410816260640.jpg 51.761408 -1.259681
oxford_151113/1447410816510637.jpg 51.761392 -1.25967
oxford_151113/1447410816760640.jpg 51.76136 -1.259646
oxford_151113/1447410817073143.jpg 51.761342 -1.259637
oxford_151113/1447410817385648.jpg 51.76131 -1.259613
oxford_151113/1447410817635652.jpg 51.761292 -1.259603
oxford_151113/1447410817885654.jpg 51.761276 -1.259591
oxford_151113/1447410818135655.jpg 51.761242 -1.259566
oxford_151113/1447410818385657.jpg 51.761232 -1.259543
oxford_151113/1447410818635660.jpg 51.761205 -1.259548
oxford_151113/1447410818823164.jpg 51.761191 -1.25953
oxford_151113/1447410819135665.jpg 51.761164 -1.259492
oxford_151113/1447410819323166.jpg 51.761164 -1.259492
oxford_151113/1447410819573168.jpg 51.761133 -1.259461
oxford_151113/1447410819760669.jpg 51.761109 -1.25946
oxford_151113/1447410819948174.jpg 51.761093 -1.259445
oxford_151113/1447410820135676.jpg 51.761076 -1.259433
oxford_151113/1447410820323175.jpg 51.761076 -1.259433
oxford_151113/1447410820510677.jpg 51.761059 -1.259419
oxford_151113/1447410820698179.jpg 51.76104 -1.259409
oxford_151113/1447410820885684.jpg 51.761026 -1.259391
oxford_151113/1447410821135697.jpg 51.760994 -1.25936
oxford_151113/1447410821323189.jpg 51.760994 -1.25936
oxford_151113/1447410821510687.jpg 51.760982 -1.25933
oxford_151113/1447410821698191.jpg 51.760966 -1.259314
oxford_151113/1447410821885691.jpg 51.760953 -1.259295
oxford_151113/1447410822073193.jpg 51.760938 -1.259278
oxford_151113/1447410822260694.jpg 51.760874 -1.259324
oxford_151113/1447410822448196.jpg 51.760858 -1.259308
oxford_151113/1447410822635700.jpg 51.760844 -1.25929
oxford_151113/1447410822823200.jpg 51.760828 -1.259274
oxford_151113/1447410823073203.jpg 51.760814 -1.259256
oxford_151113/1447410823260705.jpg 51.760798 -1.259238
oxford_151113/1447410823448206.jpg 51.760814 -1.259189
oxford_151113/1447410823698209.jpg 51.76077 -1.259201
oxford_151113/1447410824010716.jpg 51.760842 -1.259013
oxford_151113/1447410824198216.jpg 51.760762 -1.259104
oxford_151113/1447410824385718.jpg 51.760747 -1.259086
oxford_151113/1447410824698219.jpg 51.760734 -1.259065
oxford_151113/1447410825010724.jpg 51.760703 -1.259029
oxford_151113/1447410825260725.jpg 51.760693 -1.259004
oxford_151113/1447410825510727.jpg 51.760674 -1.258994
oxford_151113/1447410825760730.jpg 51.760644 -1.258957
oxford_151113/1447410826073232.jpg 51.76063 -1.258935
oxford_151113/1447410826385735.jpg 51.760604 -1.258896
oxford_151113/1447410826573252.jpg 51.76059 -1.258875
oxford_151113/1447410826760745.jpg 51.760576 -1.258859
oxford_151113/1447410827073244.jpg 51.760561 -1.258837
oxford_151113/1447410827323245.jpg 51.760543 -1.258825
oxford_151113/1447410827573250.jpg 51.760512 -1.258794
oxford_151113/1447410827823249.jpg 51.760499 -1.25877
oxford_151113/1447410828073252.jpg 51.760483 -1.258756
oxford_151113/1447410828323251.jpg 51.76047 -1.258735
oxford_151113/1447410828573252.jpg 51.76044 -1.258701
oxford_151113/1447410828885754.jpg 51.760426 -1.258686
oxford_151113/1447410829135755.jpg 51.760399 -1.258649
oxford_151113/1447410829385757.jpg 51.760387 -1.258628
oxford_151113/1447410829635758.jpg 51.760368 -1.25861
oxford_151113/1447410829885759.jpg 51.760353 -1.258592
oxford_151113/1447410830135763.jpg 51.760333 -1.258555
oxford_151113/1447410830385767.jpg 51.760319 -1.258537
oxford_151113/1447410830635769.jpg 51.760304 -1.258525
oxford_151113/1447410830885771.jpg 51.76029 -1.258507
oxford_151113/1447410831135776.jpg 51.760265 -1.258465
oxford_151113/1447410831385779.jpg 51.760234 -1.258478
oxford_151113/1447410831635782.jpg 51.760226 -1.258446
oxford_151113/1447410831885783.jpg 51.760208 -1.258433
oxford_151113/1447410832135786.jpg 51.760183 -1.258392
oxford_151113/1447410832385789.jpg 51.760174 -1.258366
oxford_151113/1447410832635792.jpg 51.760163 -1.258344
oxford_151113/1447410832885797.jpg 51.760149 -1.258324
oxford_151113/1447410833135798.jpg 51.760129 -1.258276
oxford_151113/1447410833385801.jpg 51.760117 -1.258255
oxford_151113/1447410833635807.jpg 51.760104 -1.258235
oxford_151113/1447410833885807.jpg 51.760091 -1.258214
oxford_151113/1447410834135812.jpg 51.760065 -1.258172
oxford_151113/1447410834385812.jpg 51.760053 -1.25815
oxford_151113/1447410834635816.jpg 51.76004 -1.258129
oxford_151113/1447410834885819.jpg 51.760028 -1.258109
oxford_151113/1447410835135822.jpg 51.760002 -1.258068
oxford_151113/1447410835385823.jpg 51.759992 -1.258046
oxford_151113/1447410835635823.jpg 51.759982 -1.258023
oxford_151113/1447410835948323.jpg 51.759953 -1.257984
oxford_151113/1447410836198325.jpg 51.759954 -1.257941
oxford_151113/1447410836448327.jpg 51.759933 -1.257941
oxford_151113/1447410836698328.jpg 51.759928 -1.257907
oxford_151113/1447410836948329.jpg 51.759896 -1.25788
oxford_151113/1447410837198333.jpg 51.759887 -1.257858
oxford_151113/1447410837448335.jpg 51.759873 -1.257839
oxford_151113/1447410837698337.jpg 51.759879 -1.25779
oxford_151113/1447410837948341.jpg 51.759844 -1.257774
